vehiclemodel_brand,vehiclemodel_name,vehiclemodel_version,vehiclemodel_production,vehiclemodel_details,image_url,raw_model
RENAULT,LOGAN,1.6 8V,2013-2019,,https://tubosilescapes.com.ar/imagenesproductos/cat_885_1.jpg,RENAULT LOGAN - 1.6 8V (13/19)
RENAULT,LOGAN,1.6 16V,2013-2019,,https://tubosilescapes.com.ar/imagenesproductos/cat_897_1.jpg,RENAULT LOGAN - 1.6 16V (13/19)
RENAULT,SANDERO,1.6 8V,2008-2013,,https://tubosilescapes.com.ar/imagenesproductos/cat_321_1.jpg,RENAULT SANDERO - 1.6 8V (08/13)
RENAULT,SANDERO,1.6 16V,2008-2013,,https://tubosilescapes.com.ar/imagenesproductos/cat_899_1.jpg,RENAULT SANDERO - 1.6 16V (08/13)
RENAULT,SANDERO,1.6 8V,2013-2019,,https://tubosilescapes.com.ar/imagenesproductos/cat_886_1.jpg,RENAULT SANDERO - 1.6 8V (13/19)
RENAULT,SANDERO,1.6 16V,2013-2019,,https://tubosilescapes.com.ar/imagenesproductos/cat_900_1.jpg,RENAULT SANDERO - 1.6 16V (13/19)
RENAULT,12,1400,,,https://tubosilescapes.com.ar/imagenesproductos/cat_322_1.jpg,RENAULT 12 - 1400
RENAULT,12 BREAK,,,,https://tubosilescapes.com.ar/imagenesproductos/cat_323_1.jpg,RENAULT 12 BREAK
RENAULT,12,1600,,CAJA 5ª,https://tubosilescapes.com.ar/imagenesproductos/cat_324_1.jpg,RENAULT 12 - 1600 CAJA 5ª
RENAULT,18,,1982-1993,,https://tubosilescapes.com.ar/imagenesproductos/cat_326_1.jpg,RENAULT 18 y BREAK GTX (82/93)
RENAULT,BREAK GTX,,1982-1993,,https://tubosilescapes.com.ar/imagenesproductos/cat_326_1.jpg,RENAULT 18 y BREAK GTX (82/93)
RENAULT,FUEGO,,1983-1989,,https://tubosilescapes.com.ar/imagenesproductos/cat_331_1.jpg,RENAULT FUEGO (83/89)
RENAULT,18,DIESEL,1989-1993,,https://tubosilescapes.com.ar/imagenesproductos/cat_329_1.jpg,RENAULT 18 - DIESEL (89/93)
RENAULT,18,1400,1984-1988,,https://tubosilescapes.com.ar/imagenesproductos/cat_330_1.jpg,RENAULT 18 - 1400 (84/88)
RENAULT,18,1600,1989-1991,PARAGOLPES ENVOLVENTE,https://tubosilescapes.com.ar/imagenesproductos/cat_328_1.jpg,RENAULT 18 - 1600 PARAGOLPES ENVOLVENTE (89/91)
RENAULT,11 TL,1400,1984-1986,,https://tubosilescapes.com.ar/imagenesproductos/cat_332_1.jpg,RENAULT 11 TL - 1400 (84/86)
RENAULT,11 TS,1400,1984-1990,,https://tubosilescapes.com.ar/imagenesproductos/cat_333_1.jpg,RENAULT 11 TS - 1400 (84/90)
RENAULT,11,1600,1987-1995,,https://tubosilescapes.com.ar/imagenesproductos/cat_334_1.jpg,RENAULT 11 - 1600 (87/95)
RENAULT,9,1400,1987-1990,,https://tubosilescapes.com.ar/imagenesproductos/cat_335_1.jpg,RENAULT 9 - 1400 (87/90)
RENAULT,9,1600,1987-1996,,https://tubosilescapes.com.ar/imagenesproductos/cat_336_1.jpg,RENAULT 9 - 1600 (87/96)
RENAULT,9 TXE,1600,1988-1993,,https://tubosilescapes.com.ar/imagenesproductos/cat_337_1.jpg,RENAULT 9 TXE - 1600 (88/93)
RENAULT,KANGOO,1.6 I,1999-2004,,https://tubosilescapes.com.ar/imagenesproductos/cat_338_1.jpg,RENAULT KANGOO - 1.6 I (99/04) y 1.9 DIESEL (99/07)
RENAULT,KANGOO,1.9 DIESEL,1999-2007,,https://tubosilescapes.com.ar/imagenesproductos/cat_338_1.jpg,RENAULT KANGOO - 1.6 I (99/04) y 1.9 DIESEL (99/07)
RENAULT,KANGOO,1.6 16V,2005-2018,,https://tubosilescapes.com.ar/imagenesproductos/cat_339_1.jpg,RENAULT KANGOO - 1.6 16V (05/18)
RENAULT,KANGOO II,1.6 SCE,2018-ACTUALIDAD,,https://tubosilescapes.com.ar/imagenesproductos/cat_933_1.jpg,RENAULT KANGOO II - 1.6 SCE (18 ->)
RENAULT,FLUENCE,2.0,2010-2018,,https://tubosilescapes.com.ar/imagenesproductos/cat_828_1.jpg,RENAULT FLUENCE - 2.0 (10/18)
RENAULT,DUSTER,1.6 16V,2012-2020,,https://tubosilescapes.com.ar/imagenesproductos/cat_770_1.jpg,RENAULT DUSTER - 1.6 16V (12/20)
RENAULT,DUSTER,2.0 16V,2012-2022,,https://tubosilescapes.com.ar/imagenesproductos/cat_901_1.jpg,RENAULT DUSTER - 2.0 16V (12/22)
RENAULT,DUSTER,2.0 4x4,2012-2018,,https://tubosilescapes.com.ar/imagenesproductos/cat_1001_1.jpg,RENAULT DUSTER - 2.0 4x4 (12/18)
RENAULT,OROCH,1.6 16V,2016-2021,,https://tubosilescapes.com.ar/imagenesproductos/cat_902_1.jpg,RENAULT OROCH - 1.6 16V (16/21)
RENAULT,OROCH,2.0 16V,2016-2022,,https://tubosilescapes.com.ar/imagenesproductos/cat_903_1.jpg,RENAULT OROCH - 2.0 16V (16/22)
RENAULT,KWID,1.0,2017-ACTUALIDAD,,https://tubosilescapes.com.ar/imagenesproductos/cat_993_1.jpg,RENAULT KWID - 1.0 (17->)
