vehiclemodel_brand,vehiclemodel_name,vehiclemodel_version,vehiclemodel_production,vehiclemodel_details,image_url,raw_model
VOLKSWAGEN,SAVEIRO,1.6 | 1.9 DIESEL,1997-2000,,https://tubosilescapes.com.ar/imagenesproductos/cat_122_1.jpg,"VOLKSWAGEN SAVEIRO - 1.6, 1.9 DIESEL (97/00)"
VOLKSWAGEN,SAVEIRO,1.9,2006-2010,,https://tubosilescapes.com.ar/imagenesproductos/cat_123_1.jpg,VOLKSWAGEN SAVEIRO - 1.9 (06/10)
VOLKSWAGEN,SAVEIRO,1.6,2010-2022,,https://tubosilescapes.com.ar/imagenesproductos/cat_124_1.jpg,VOLKSWAGEN SAVEIRO 1.6 (10/22)
VOLKSWAGEN,CADDY,,1998-2009,,https://tubosilescapes.com.ar/imagenesproductos/cat_125_1.jpg,VOLKSWAGEN CADDY (98/09)
VOLKSWAGEN,GOL NACIONAL,1.6,1993-1995,,https://tubosilescapes.com.ar/imagenesproductos/cat_126_1.jpg,VOLKSWAGEN GOL NACIONAL - 1.6 (93/95)
VOLKSWAGEN,GOL BRASILERO,1.6,1991-1992,,https://tubosilescapes.com.ar/imagenesproductos/cat_127_1.jpg,VOLKSWAGEN GOL BRASILERO - 1.6 (91/92)
VOLKSWAGEN,GOL,1.8,1992-1993,,https://tubosilescapes.com.ar/imagenesproductos/cat_128_1.jpg,VOLKSWAGEN GOL - 1.8 (92/93)
VOLKSWAGEN,GOL,1.8,1994-1995,,https://tubosilescapes.com.ar/imagenesproductos/cat_129_1.jpg,VOLKSWAGEN GOL - 1.8 (94/95)
VOLKSWAGEN,GOL,1.6 I,1996-1998,,https://tubosilescapes.com.ar/imagenesproductos/cat_130_1.jpg,VOLKSWAGEN GOL - 1.6 I (96/98)
VOLKSWAGEN,GOL,1.8 I,1996-1998,,https://tubosilescapes.com.ar/imagenesproductos/cat_131_1.jpg,VOLKSWAGEN GOL - 1.8 I (96/98)
VOLKSWAGEN,GOL,1.6 MI,1998-2011,,https://tubosilescapes.com.ar/imagenesproductos/cat_132_1.jpg,VOLKSWAGEN GOL - 1.6 MI (98/11)
VOLKSWAGEN,GOL,1.9 DIESEL,1999-2005,,https://tubosilescapes.com.ar/imagenesproductos/cat_133_1.jpg,VOLKSWAGEN GOL - 1.9 DIESEL (99/05)
VOLKSWAGEN,GOL,1.0 I,2000-2002,,https://tubosilescapes.com.ar/imagenesproductos/cat_134_1.jpg,VOLKSWAGEN GOL - 1.0 I (00/02)
VOLKSWAGEN,GOL,1.6 DIESEL,1996-1999,,https://tubosilescapes.com.ar/imagenesproductos/cat_135_1.jpg,VOLKSWAGEN GOL - 1.6 DIESEL (96/99)
VOLKSWAGEN,GOL POWER,1.6,2009-2011,,https://tubosilescapes.com.ar/imagenesproductos/cat_820_1.jpg,VOLKSWAGEN GOL POWER -1.6 (09/11)
VOLKSWAGEN,GOL POWER,1.4,2012-2015,,https://tubosilescapes.com.ar/imagenesproductos/cat_769_1.jpg,VOLKSWAGEN GOL POWER - 1.4 (12/15)
VOLKSWAGEN,GOL TREND,1.6,2008-2022,,https://tubosilescapes.com.ar/imagenesproductos/cat_794_1.jpg,VOLKSWAGEN GOL TREND - 1.6 (08/22)
VOLKSWAGEN,VOYAGE,1.6,2007-2020,,https://tubosilescapes.com.ar/imagenesproductos/cat_795_1.jpg,VOLKSWAGEN VOYAGE - 1.6 (07/20)
VOLKSWAGEN,CARAT,1.8 | 2.0,1987-1991,,https://tubosilescapes.com.ar/imagenesproductos/cat_138_1.jpg,"VOLKSWAGEN CARAT - 1.8, 2.0 (87/91)"
VOLKSWAGEN,POINTER | AUDI,1.6 I | 1.8 I | 2.0 I,1995-1996,,https://tubosilescapes.com.ar/imagenesproductos/cat_140_1.jpg,"VOLKSWAGEN POINTER - AUDI - 1.6 I, 1.8 I, 2.0 I (95/96)"
VOLKSWAGEN,UP,1.0,2014-2021,,https://tubosilescapes.com.ar/imagenesproductos/cat_973_1.jpg,VOLKSWAGEN UP - 1.0 (14/21)
VOLKSWAGEN,AMAROK,2.0 TDI,2010-ACTUALIDAD,,https://tubosilescapes.com.ar/imagenesproductos/cat_975_1.jpg,VOLKSWAGEN AMAROK - 2.0 TDI (10->)
